"Country","Country Code","Destination Prefix","Voice in USD","Voice Unit in Seconds",
"Afghanistan",93,93,0.32,60,
"Albania",355,355,0.25,60,
"Albania",355,3556,0.6,60,
"Albania",355,35568,0.6,60,
"Albania",355,35566,0.5,60,
"Albania",355,3553550,0.6,60,
"Albania",355,3554575,0.5,60,
"Albania",355,35534606,0.5,60,
"Albania",355,35534607,0.5,60,
"Albania",355,35534608,0.5,60,
"Albania",355,35534609,0.5,60,
"Albania",355,355424939,0.5,60,
"Albania",355,355450000,0.5,60,
"Albania",355,355450100,0.5,60,
"Albania",355,355450190,0.5,60,
"Albania",355,355450200,0.5,60,
"Albania",355,355652556,0.5,60,
"Albania",355,35586930563,0.5,60,
"Albania",355,35542517,0.5,60,
"Albania",355,35545033,0.5,60,
"Albania",355,35547285,0.5,60,
"Albania",355,35552450,0.5,60,
"Albania",355,35552670,0.5,60,
"Algeria",213,213,0.09,60,
"Algeria",213,2136,0.92,60,
"Algeria",213,2137,1.08,60,
"Algeria",213,2135,1.08,60,
"Algeria",213,21321,0.1,60,
"American Samoa",1684,1684,0.06,60,
"Andorra",376,376,0.05,60,
"Andorra",376,3763,0.3,60,
"Andorra",376,3766,0.3,60,
"Angola",244,244,0.09,60,
"Angola",244,24491,0.11,60,
"Angola",244,24492,0.3,60,
"Angola",244,24493,0.3,60,
"Angola",244,24494,0.3,60,
"Anguila",1264,1264,0.29,60,
"Anguila",1264,126458,0.35,60,
"Anguila",1264,1264235,0.35,60,
"Anguila",1264,1264469,0.35,60,
"Anguila",1264,1264476,0.35,60,
"Anguila",1264,1264543,0.35,60,
"Anguila",1264,1264543,0.35,60,
"Anguila",1264,1264729,0.35,60,
"Anguila",1264,1264772,0.35,60,
"Anguila",1264,126453,0.37,60,
"Anguila",1264,1264540,0.37,60,
"Antartica",672,672,5,60,
"Antigua and Barbuda",1268,1268,0.3,60,
"Antigua and Barbuda",1268,1268464,0.32,60,
"Antigua and Barbuda",1268,126871,0.32,60,
"Antigua and Barbuda",1268,126872,0.32,60,
"Antigua and Barbuda",1268,126873,0.32,60,
"Antigua and Barbuda",1268,126876,0.32,60,
"Antigua and Barbuda",1268,126877,0.32,60,
"Antigua and Barbuda",1268,126878,0.32,60,
"Argentina",54,5411,0.015,60,
"Argentina",54,54348,0.03,60,
"Argentina",54,54299,0.03,60,
"Argentina",54,54232,0.03,60,
"Argentina",54,543489,0.03,60,
"Argentina",54,543624,0.03,60,
"Argentina",54,54,0.035,60,
"Argentina",54,549,0.27,60,
"Argentina",54,54115519,0.3,60,
"Argentina",54,54116261,0.3,60,
"Argentina",54,54221587,0.3,60,
"Armenia",374,37497,0.25,60,
"Armenia",374,374,0.24,60,
"Armenia",374,37441,0.34,60,
"Armenia",374,37455,0.34,60,
"Armenia",374,37495,0.34,60,
"Armenia",374,37443,0.3,60,
"Armenia",374,37491,0.3,60,
"Armenia",374,37496,0.3,60,
"Armenia",374,37499,0.3,60,
"Armenia",374,37449,0.3,60,
"Armenia",374,37477,0.3,60,
"Armenia",374,37488,0.3,60,
"Armenia",374,3744,0.3,60,
"Armenia",374,37460,0.3,60,
"Aruba",297,297,0.15,60,
"Aruba",297,2979,0.31,60,
"Aruba",297,2975,0.31,60,
"Aruba",297,2976,0.31,60,
"Aruba",297,2977,0.27,60,
"Aruba",297,29764,0.27,60,
"Ascention island",247,2474,1.6,60,
"Australia",61,61,0.02,60,
"Australia",61,6113,0.045,60,
"Australia",61,6143,0.042,60,
"Australia",61,6144,0.042,60,
"Australia",61,6145,0.042,60,
"Australia",61,6146,0.042,60,
"Australia",61,6147,0.042,60,
"Australia",61,6148,0.042,60,
"Australia",61,6149,0.042,60,
"Australia",61,6116,0.042,60,
"Australia",61,6140,0.042,60,
"Australia",61,6141,0.042,60,
"Australia",61,6142,0.042,60,
"Austria",43,43,0.17,60,
"Austria",43,4365,0.3,60,
"Austria",43,4366,0.3,60,
"Austria",43,4367,0.3,60,
"Austria",43,4368,0.3,60,
"Austria",43,4369,0.3,60,
"Austria",43,4382,0.58,60,
"Austria",43,43711,0.58,60,
"Austria",43,43720,0.58,60,
"Austria",43,43730,0.58,60,
"Austria",43,43740,0.58,60,
"Austria",43,43780,0.58,60,
"Austria",43,43810,0.58,60,
"Austria",43,4367080125,0.58,60,
"Austria",43,4367080127,0.58,60,
"Austria",43,43670801260,0.58,60,
"Austria",43,43670809747,0.58,60,
"Austria",43,43670809911,0.58,60,
"Azerbaijan",994,994,0.28,60,
"Azerbaijan",994,9945,0.44,60,
"Azerbaijan",994,9947,0.44,60,
"Azerbaijan",994,99440,0.4,60,
"Azerbaijan",994,99444,0.35,60,
"Azerbaijan",994,99460,0.35,60,
"Burundi",257,2577,0.7,60,
"Burundi",257,25775,0.8,60,
"Burundi",257,2576,0.8,60,
"Burundi",257,25777,0.8,60,
"Burundi",257,25778,0.8,60,
"Burundi",257,257,0.7,60,
"Belgium",32,32,0.11,60,
"Belgium",32,3270,0.5,60,
"Belgium",32,3247,0.5,60,
"Belgium",32,3248,0.5,60,
"Belgium",32,3277,0.5,60,
"Belgium",32,32456,0.5,60,
"Belgium",32,32460,0.5,60,
"Belgium",32,32465,0.5,60,
"Belgium",32,32466,0.5,60,
"Belgium",32,32467,0.5,60,
"Belgium",32,32468,0.5,60,
"Belgium",32,324630,0.5,60,
"Belgium",32,3249,0.5,60,
"Belgium",32,324651,0.5,60,
"Belgium",32,324652,0.5,60,
"Belgium",32,324653,0.5,60,
"Belgium",32,324654,0.5,60,
"Belgium",32,324655,0.5,60,
"Belgium",32,324656,0.5,60,
"Belgium",32,324657,0.5,60,
"Belgium",32,324658,0.5,60,
"Belgium",32,324659,0.5,60,
"Belgium",32,324660,0.5,60,
"Belgium",32,324661,0.5,60,
"Belgium",32,324662,0.5,60,
"Belgium",32,324663,0.5,60,
"Belgium",32,324664,0.5,60,
"Belgium",32,324676,0.5,60,
"Belgium",32,324677,0.5,60,
"Belgium",32,324678,0.5,60,
"Belgium",32,324680,0.5,60,
"Belgium",32,324681,0.5,60,
"Belgium",32,324682,0.5,60,
"Belgium",32,324683,0.5,60,
"Belgium",32,324684,0.5,60,
"Belgium",32,324685,0.5,60,
"Belgium",32,324651,0.5,60,
"Belgium",32,324652,0.5,60,
"Belgium",32,324653,0.5,60,
"Belgium",32,324654,0.5,60,
"Belgium",32,324655,0.5,60,
"Belgium",32,324656,0.5,60,
"Belgium",32,324657,0.5,60,
"Benin",229,22968,0.45,60,
"Benin",229,22998,0.45,60,
"Benin",229,22999,0.45,60,
"Benin",229,22990,0.45,60,
"Benin",229,22963,0.45,60,
"Benin",229,22964,0.45,60,
"Benin",229,22965,0.45,60,
"Benin",229,22994,0.45,60,
"Benin",229,22995,0.45,60,
"Benin",229,2296,0.45,60,
"Benin",229,2299,0.45,60,
"Benin",229,22992,0.45,60,
"Benin",229,22993,0.5,60,
"Benin",229,229,0.47,60,
"Benin",229,22969,0.47,60,
"Burkina Faso",226,226,0.45,60,
"Burkina Faso",226,22658,0.35,60,
"Burkina Faso",226,22657,0.55,60,
"Burkina Faso",226,2265,0.55,60,
"Burkina Faso",226,22664,0.55,60,
"Burkina Faso",226,22665,0.55,60,
"Burkina Faso",226,22666,0.55,60,
"Burkina Faso",226,22667,0.55,60,
"Burkina Faso",226,22674,0.55,60,
"Burkina Faso",226,22675,0.55,60,
"Burkina Faso",226,22676,0.55,60,
"Burkina Faso",226,22677,0.55,60,
"Burkina Faso",226,2266,0.55,60,
"Burkina Faso",226,2267,0.55,60,
"Burkina Faso",226,22651,0.55,60,
"Burkina Faso",226,22668,0.55,60,
"Burkina Faso",226,22669,0.55,60,
"Burkina Faso",226,22678,0.55,60,
"Burkina Faso",226,22679,0.55,60,
"Bangladesh",880,880,0.04,60,
"Bulgaria",359,359,0.12,60,
"Bulgaria",359,359528,0.12,60,
"Bulgaria",359,3593281,0.12,60,
"Bulgaria",359,35981229,0.12,60,
"Bulgaria",359,35981409,0.12,60,
"Bulgaria",359,35981419,0.12,60,
"Bulgaria",359,35984248,0.12,60,
"Bulgaria",359,359607178,0.12,60,
"Bulgaria",359,359816590,0.12,60,
"Bulgaria",359,359843929,0.12,60,
"Bulgaria",359,359847329,0.12,60,
"Bulgaria",359,359862599,0.12,60,
"Bulgaria",359,359862699,0.12,60,
"Bulgaria",359,35939133,0.12,60,
"Bulgaria",359,3598642,0.12,60,
"Bulgaria",359,3598660,0.12,60,
"Bulgaria",359,35924,0.12,60,
"Bulgaria",359,35932,0.12,60,
"Bulgaria",359,359311,0.12,60,
"Bulgaria",359,359349,0.12,60,
"Bulgaria",359,359385,0.12,60,
"Bulgaria",359,359391,0.12,60,
"Bulgaria",359,359417,0.12,60,
"Bulgaria",359,359429,0.12,60,
"Bulgaria",359,359431,0.12,60,
"Bulgaria",359,359445,0.12,60,
"Bulgaria",359,359457,0.12,60,
"Bulgaria",359,359469,0.12,60,
"Bulgaria",359,359549,0.12,60,
"Bulgaria",359,359585,0.12,60,
"Bulgaria",359,359601,0.12,60,
"Bulgaria",359,359625,0.12,60,
"Bulgaria",359,359649,0.12,60,
"Bulgaria",359,359669,0.12,60,
"Bulgaria",359,359685,0.12,60,
"Bulgaria",359,359735,0.12,60,
"Bulgaria",359,359745,0.12,60,
"Bulgaria",359,359749,0.12,60,
"Bulgaria",359,359765,0.12,60,
"Bulgaria",359,359789,0.12,60,
"Bulgaria",359,359825,0.12,60,
"Bulgaria",359,359845,0.12,60,
"Bulgaria",359,359865,0.12,60,
"Bulgaria",359,359929,0.12,60,
"Bulgaria",359,3593015,0.12,60,
"Bulgaria",359,3593069,0.12,60,
"Bulgaria",359,3593089,0.12,60,
"Bulgaria",359,3593099,0.12,60,
"Bulgaria",359,3593134,0.12,60,
"Bulgaria",359,3593151,0.12,60,
"Bulgaria",359,3593189,0.12,60,
"Bulgaria",359,3593319,0.12,60,
"Bulgaria",359,3593355,0.12,60,
"Bulgaria",359,3593369,0.12,60,
"Bulgaria",359,3593379,0.12,60,
"Bulgaria",359,3593399,0.12,60,
"Bulgaria",359,3593509,0.12,60,
"Bulgaria",359,3593561,0.12,60,
"Bulgaria",359,3595799,0.12,60,
"Bulgaria",359,3595909,0.12,60,
"Bulgaria",359,3595965,0.12,60,
"Bulgaria",359,3596058,0.12,60,
"Bulgaria",359,3596071,0.12,60,
"Bulgaria",359,3596085,0.12,60,
"Bulgaria",359,3596109,0.12,60,
"Bulgaria",359,3596189,0.12,60,
"Bulgaria",359,3596199,0.12,60,
"Bulgaria",359,3596319,0.12,60,
"Bulgaria",359,3596509,0.12,60,
"Bulgaria",359,3596514,0.12,60,
"Bulgaria",359,3596585,0.12,60,
"Bulgaria",359,3596592,0.12,60,
"Bulgaria",359,3596709,0.12,60,
"Bulgaria",359,3596759,0.12,60,
"Bulgaria",359,3596769,0.12,60,
"Bulgaria",359,3596779,0.12,60,
"Bulgaria",359,3596789,0.12,60,
"Bulgaria",359,3596941,0.12,60,
"Bulgaria",359,3596979,0.12,60,
"Bulgaria",359,3597019,0.12,60,
"Bulgaria",359,3597029,0.12,60,
"Bulgaria",359,3597079,0.12,60,
"Bulgaria",359,3597209,0.12,60,
"Bulgaria",359,3597219,0.12,60,
"Bulgaria",359,3597229,0.12,60,
"Bulgaria",359,3597239,0.12,60,
"Bulgaria",359,35959449,0.12,60,
"Bulgaria",359,35960398,0.12,60,
"Bulgaria",359,35961418,0.12,60,
"Bulgaria",359,35961519,0.12,60,
"Bulgaria",359,35961619,0.12,60,
"Bulgaria",359,35965138,0.12,60,
"Bulgaria",359,35965159,0.12,60,
"Bulgaria",359,35965419,0.12,60,
"Bulgaria",359,35965619,0.12,60,
"Bulgaria",359,35971339,0.12,60,
"Bulgaria",359,35971429,0.12,60,
"Bulgaria",359,35975239,0.12,60,
"Bulgaria",359,35975419,0.12,60,
"Bulgaria",359,35977129,0.12,60,
"Bulgaria",359,35981619,0.12,60,
"Bulgaria",359,35984249,0.12,60,
"Bulgaria",359,35984319,0.12,60,
"Bulgaria",359,35984429,0.12,60,
"Bulgaria",359,35984759,0.12,60,
"Bulgaria",359,35984773,0.12,60,
"Bulgaria",359,35986639,0.12,60,
"Bulgaria",359,35991329,0.12,60,
"Bulgaria",359,35991719,0.12,60,
"Bulgaria",359,35995549,0.12,60,
"Bulgaria",359,35997429,0.12,60,
"Bulgaria",359,35930454,0.12,60,
"Bulgaria",359,35930519,0.12,60,
"Bulgaria",359,35930719,0.12,60,
"Bulgaria",359,35930729,0.12,60,
"Bulgaria",359,35931009,0.12,60,
"Bulgaria",359,35931439,0.12,60,
"Bulgaria",359,35931459,0.12,60,
"Bulgaria",359,35935328,0.12,60,
"Bulgaria",359,35935429,0.12,60,
"Bulgaria",359,35935538,0.12,60,
"Bulgaria",359,3593579,0.12,60,
"Bulgaria",359,35935819,0.12,60,
"Bulgaria",359,3593597,0.12,60,
"Bulgaria",359,35935989,0.12,60,
"Bulgaria",359,3593615,0.12,60,
"Bulgaria",359,3593631,0.12,60,
"Bulgaria",359,35936419,0.12,60,
"Bulgaria",359,3593679,0.12,60,
"Bulgaria",359,35937208,0.12,60,
"Bulgaria",359,3593739,0.12,60,
"Bulgaria",359,35937819,0.12,60,
"Bulgaria",359,3593799,0.12,60,
"Bulgaria",359,3594168,0.12,60,
"Bulgaria",359,35943619,0.12,60,
"Bulgaria",359,3594539,0.12,60,
"Bulgaria",359,35947619,0.12,60,
"Bulgaria",359,3594789,0.12,60,
"Bulgaria",359,35951129,0.12,60,
"Bulgaria",359,35951318,0.12,60,
"Bulgaria",359,35951427,0.12,60,
"Bulgaria",359,35951535,0.12,60,
"Bulgaria",359,3595179,0.12,60,
"Bulgaria",359,3595185,0.12,60,
"Bulgaria",359,3595195,0.12,60,
"Bulgaria",359,35952,0.12,60,
"Bulgaria",359,35953279,0.12,60,
"Bulgaria",359,35953289,0.12,60,
"Bulgaria",359,35953518,0.12,60,
"Bulgaria",359,35953619,0.12,60,
"Bulgaria",359,3595379,0.12,60,
"Bulgaria",359,3595389,0.12,60,
"Bulgaria",359,3595391,0.12,60,
"Bulgaria",359,3595507,0.12,60,
"Bulgaria",359,35955158,0.12,60,
"Bulgaria",359,35955189,0.12,60,
"Bulgaria",359,359554,0.12,60,
"Bulgaria",359,35955519,0.12,60,
"Bulgaria",359,3595569,0.12,60,
"Bulgaria",359,3595588,0.12,60,
"Bulgaria",359,3595598,0.12,60,
"Bulgaria",359,359569,0.12,60,
"Bulgaria",359,3595709,0.12,60,
"Bulgaria",359,35957439,0.12,60,
"Bulgaria",359,3595751,0.12,60,
"Bulgaria",359,3597249,0.12,60,
"Bulgaria",359,3597259,0.12,60,
"Bulgaria",359,3597269,0.12,60,
"Bulgaria",359,3597279,0.12,60,
"Bulgaria",359,3597289,0.12,60,
"Bulgaria",359,3597469,0.12,60,
"Bulgaria",359,3597479,0.12,60,
"Bulgaria",359,3597485,0.12,60,
"Bulgaria",359,3597509,0.12,60,
"Bulgaria",359,3597519,0.12,60,
"Bulgaria",359,3597779,0.12,60,
"Bulgaria",359,3598179,0.12,60,
"Bulgaria",359,3598489,0.12,60,
"Bulgaria",359,3598636,0.12,60,
"Bulgaria",359,3598649,0.12,60,
"Bulgaria",359,3598669,0.12,60,
"Bulgaria",359,3599105,0.12,60,
"Bulgaria",359,3599159,0.12,60,
"Bulgaria",359,3599389,0.12,60,
"Bulgaria",359,359949,0.12,60,
"Bulgaria",359,3599527,0.12,60,
"Bulgaria",359,3599539,0.12,60,
"Bulgaria",359,359965,0.12,60,
"Bulgaria",359,359971,0.12,60,
"Bulgaria",359,3599735,0.12,60,
"Bulgaria",359,359996,0.4,60,
"Bulgaria",359,35988154,0.4,60,
"Bulgaria",359,359882970,0.4,60,
"Bulgaria",359,359999,0.4,60,
"Bulgaria",359,3598,0.4,60,
"Bulgaria",359,35998,0.4,60,
"Bulgaria",359,3592484,0.4,60,
"Bulgaria",359,35990069,0.4,60,
"Bulgaria",359,35924925041,0.4,60,
"Bulgaria",359,35924700,0.4,60,
"Bulgaria",359,35956934,0.4,60,
"Bahrain",973,973,0.17,60,
"Bahrain",973,9733,0.19,60,
"Bahrain",973,973636,0.19,60,
"Bahrain",973,973663,0.19,60,
"Bahrain",973,973666,0.19,60,
"Bahrain",973,973667,0.19,60,
"Bahrain",973,973669,0.19,60,
"Bahrain",973,9736300,0.19,60,
"Bahrain",973,9736333,0.19,60,
"Bahamas",1242,1242,0.25,60,
"Bahamas",1242,124235,0.25,60,
"Bahamas",1242,124237,0.28,60,
"Bahamas",1242,1242395,0.28,60,
"Bahamas",1242,124242,0.28,60,
"Bahamas",1242,124243,0.28,60,
"Bahamas",1242,124244,0.28,60,
"Bahamas",1242,124245,0.28,60,
"Bahamas",1242,124246,0.28,60,
"Bahamas",1242,124247,0.28,60,
"Bahamas",1242,1242481,0.28,60,
"Bahamas",1242,124252,0.28,60,
"Bahamas",1242,124253,0.28,60,
"Bahamas",1242,1242544,0.28,60,
"Bahamas",1242,124255,0.28,60,
"Bahamas",1242,1242565,0.28,60,
"Bahamas",1242,1242577,0.28,60,
"Bahamas",1242,1242636,0.28,60,
"Bahamas",1242,1242646,0.28,60,
"Bahamas",1242,1242727,0.28,60,
"Bahamas",1242,1242738,0.28,60,
"Bahamas",1242,124280,0.28,60,
"Bahamas",1242,124281,0.28,60,
"Bahamas",1242,124282,0.28,60,
"Bahamas",1242,1242899,0.28,60,
"Bosnia and Herzegovina",387,387306,0.25,60,
"Bosnia and Herzegovina",387,387307,0.25,60,
"Bosnia and Herzegovina",387,387308,0.25,60,
"Bosnia and Herzegovina",387,387317,0.25,60,
"Bosnia and Herzegovina",387,387342,0.25,60,
"Bosnia and Herzegovina",387,387343,0.25,60,
"Bosnia and Herzegovina",387,387348,0.25,60,
"Bosnia and Herzegovina",387,387363,0.25,60,
"Bosnia and Herzegovina",387,3873049,0.25,60,
"Bosnia and Herzegovina",387,3873280,0.25,60,
"Bosnia and Herzegovina",387,3873288,0.25,60,
"Bosnia and Herzegovina",387,3873289,0.25,60,
"Bosnia and Herzegovina",387,3873390,0.25,60,
"Bosnia and Herzegovina",387,3873450,0.25,60,
"Bosnia and Herzegovina",387,3873590,0.25,60,
"Bosnia and Herzegovina",387,387364,0.25,60,
"Bosnia and Herzegovina",387,387366,0.5,60,
"Bosnia and Herzegovina",387,3873677,0.25,60,
"Bosnia and Herzegovina",387,3873678,0.25,60,
"Bosnia and Herzegovina",387,387368,0.25,60,
"Bosnia and Herzegovina",387,3873790,0.25,60,
"Bosnia and Herzegovina",387,3873920,0.25,60,
"Bosnia and Herzegovina",387,3873938,0.25,60,
"Bosnia and Herzegovina",387,387396,0.25,60,
"Bosnia and Herzegovina",387,387397,0.25,60,
"Bosnia and Herzegovina",387,387398,0.25,60,
"Bosnia and Herzegovina",387,387497,0.25,60,
"Bosnia and Herzegovina",387,3875190,0.25,60,
"Bosnia and Herzegovina",387,38733,0.25,60,
"Bosnia and Herzegovina",387,387302,0.25,60,
"Bosnia and Herzegovina",387,387305,0.25,60,
"Bosnia and Herzegovina",387,387322,0.25,60,
"Bosnia and Herzegovina",387,387324,0.25,60,
"Bosnia and Herzegovina",387,387325,0.25,60,
"Bosnia and Herzegovina",387,387326,0.25,60,
"Bosnia and Herzegovina",387,387327,0.25,60,
"Bosnia and Herzegovina",387,387328,0.25,60,
"Bosnia and Herzegovina",387,387352,0.25,60,
"Bosnia and Herzegovina",387,387353,0.25,60,
"Bosnia and Herzegovina",387,387355,0.25,60,
"Bosnia and Herzegovina",387,387356,0.25,60,
"Bosnia and Herzegovina",387,387357,0.25,60,
"Bosnia and Herzegovina",387,387358,0.25,60,
"Bosnia and Herzegovina",387,387362,0.25,60,
"Bosnia and Herzegovina",387,38731511,0.25,60,
"Bosnia and Herzegovina",387,3873061,0.25,60,
"Bosnia and Herzegovina",387,3873083,0.25,60,
"Bosnia and Herzegovina",387,38734611,0.25,60,
"Bosnia and Herzegovina",387,387365,0.25,60,
"Bosnia and Herzegovina",387,387367,0.25,60,
"Bosnia and Herzegovina",387,387372,0.25,60,
"Bosnia and Herzegovina",387,387373,0.25,60,
"Bosnia and Herzegovina",387,387374,0.25,60,
"Bosnia and Herzegovina",387,387375,0.25,60,
"Bosnia and Herzegovina",387,387376,0.25,60,
"Bosnia and Herzegovina",387,387377,0.25,60,
"Bosnia and Herzegovina",387,3873788,0.25,60,
"Bosnia and Herzegovina",387,387382,0.25,60,
"Bosnia and Herzegovina",387,3873851,0.25,60,
"Bosnia and Herzegovina",387,3873879,0.25,60,
"Bosnia and Herzegovina",387,3873882,0.25,60,
"Bosnia and Herzegovina",387,38739511,0.25,60,
"Bosnia and Herzegovina",387,387495,0.25,60,
"Bosnia and Herzegovina",387,38750991,0.25,60,
"Bosnia and Herzegovina",387,38751991,0.25,60,
"Bosnia and Herzegovina",387,38752991,0.25,60,
"Bosnia and Herzegovina",387,3875399,0.25,60,
"Bosnia and Herzegovina",387,38754911,0.25,60,
"Bosnia and Herzegovina",387,38756991,0.25,60,
"Bosnia and Herzegovina",387,387702,0.25,60,
"Bosnia and Herzegovina",387,387,0.21,60,
"Bosnia and Herzegovina",387,3875147,0.25,60,
"Bosnia and Herzegovina",387,3873048,0.25,60,
"Bosnia and Herzegovina",387,3873148,0.25,60,
"Bosnia and Herzegovina",387,3873248,0.25,60,
"Bosnia and Herzegovina",387,3873398,0.25,60,
"Bosnia and Herzegovina",387,3873448,0.25,60,
"Bosnia and Herzegovina",387,3873548,0.25,60,
"Bosnia and Herzegovina",387,3873698,0.25,60,
"Bosnia and Herzegovina",387,3873798,0.25,60,
"Bosnia and Herzegovina",387,3873848,0.25,60,
"Bosnia and Herzegovina",387,3873948,0.25,60,
"Bosnia and Herzegovina",387,387492,0.25,60,
"Bosnia and Herzegovina",387,387493,0.25,60,
"Bosnia and Herzegovina",387,387494,0.25,60,
"Bosnia and Herzegovina",387,387502,0.25,60,
"Bosnia and Herzegovina",387,387503,0.25,60,
"Bosnia and Herzegovina",387,387504,0.25,60,
"Bosnia and Herzegovina",387,387512,0.25,60,
"Bosnia and Herzegovina",387,387513,0.25,60,
"Bosnia and Herzegovina",387,387514,0.25,60,
"Bosnia and Herzegovina",387,387515,0.25,60,
"Bosnia and Herzegovina",387,387516,0.25,60,
"Bosnia and Herzegovina",387,387517,0.25,60,
"Bosnia and Herzegovina",387,387518,0.25,60,
"Bosnia and Herzegovina",387,387522,0.25,60,
"Bosnia and Herzegovina",387,387523,0.25,60,
"Bosnia and Herzegovina",387,387524,0.25,60,
"Bosnia and Herzegovina",387,3875266,0.25,60,
"Bosnia and Herzegovina",387,387527,0.25,60,
"Bosnia and Herzegovina",387,387532,0.25,60,
"Bosnia and Herzegovina",387,387533,0.25,60,
"Bosnia and Herzegovina",387,387534,0.25,60,
"Bosnia and Herzegovina",387,387536,0.25,60,
"Bosnia and Herzegovina",387,387537,0.25,60,
"Bosnia and Herzegovina",387,387538,0.25,60,
"Bosnia and Herzegovina",387,387544,0.25,60,
"Bosnia and Herzegovina",387,387546,0.25,60,
"Bosnia and Herzegovina",387,387548,0.25,60,
"Bosnia and Herzegovina",387,387552,0.25,60,
"Bosnia and Herzegovina",387,387553,0.25,60,
"Bosnia and Herzegovina",387,387554,0.25,60,
"Bosnia and Herzegovina",387,387555,0.25,60,
"Bosnia and Herzegovina",387,387556,0.25,60,
"Bosnia and Herzegovina",387,387557,0.25,60,
"Bosnia and Herzegovina",387,3875599,0.25,60,
"Bosnia and Herzegovina",387,387562,0.25,60,
"Bosnia and Herzegovina",387,387563,0.25,60,
"Bosnia and Herzegovina",387,387564,0.25,60,
"Bosnia and Herzegovina",387,3875665,0.25,60,
"Bosnia and Herzegovina",387,387567,0.25,60,
"Bosnia and Herzegovina",387,387572,0.25,60,
"Bosnia and Herzegovina",387,387573,0.25,60,
"Bosnia and Herzegovina",387,387574,0.25,60,
"Bosnia and Herzegovina",387,3875755,0.25,60,
"Bosnia and Herzegovina",387,387576,0.25,60,
"Bosnia and Herzegovina",387,38757991,0.25,60,
"Bosnia and Herzegovina",387,387582,0.25,60,
"Bosnia and Herzegovina",387,3875831,0.25,60,
"Bosnia and Herzegovina",387,387584,0.25,60,
"Bosnia and Herzegovina",387,387586,0.25,60,
"Bosnia and Herzegovina",387,387587,0.25,60,
"Bosnia and Herzegovina",387,38758991,0.25,60,
"Bosnia and Herzegovina",387,387592,0.25,60,
"Bosnia and Herzegovina",387,387593,0.25,60,
"Bosnia and Herzegovina",387,387594,0.25,60,
"Bosnia and Herzegovina",387,387596,0.25,60,
"Bosnia and Herzegovina",387,3875986,0.25,60,
"Bosnia and Herzegovina",387,38759991,0.25,60,
"Bosnia and Herzegovina",387,38764,0.25,60,
"Bosnia and Herzegovina",387,3876,0.25,60,
"Bosnia and Herzegovina",387,38763,0.25,60,
"Bosnia and Herzegovina",387,38765,0.25,60,
"Bosnia and Herzegovina",387,38766,0.25,60,
"Bosnia and Herzegovina",387,38767,0.25,60,
"Belarus",375,37529,0.55,60,
"Belarus",375,37533,0.55,60,
"Belarus",375,37544,0.58,60,
"Belarus",375,375,0.55,60,
"Belize",501,501,0.3,60,
"Belize",501,5016,0.3,60,
"Bermuda",1441,1441,0.06,60,
"Bolivia",591,59122,0.14,60,
"Bolivia",591,59133,0.14,60,
"Bolivia",591,5914484,0.14,60,
"Bolivia",591,591444,0.14,60,
"Bolivia",591,591445,0.14,60,
"Bolivia",591,591447,0.14,60,
"Bolivia",591,591441,0.14,60,
"Bolivia",591,591442,0.14,60,
"Bolivia",591,591443,0.14,60,
"Bolivia",591,5914489,0.14,60,
"Bolivia",591,5914495,0.14,60,
"Bolivia",591,59144820,0.14,60,
"Bolivia",591,59144821,0.14,60,
"Bolivia",591,59144822,0.14,60,
"Bolivia",591,59144823,0.14,60,
"Bolivia",591,59144824,0.14,60,
"Bolivia",591,59144880,0.14,60,
"Bolivia",591,59144881,0.14,60,
"Bolivia",591,59144882,0.14,60,
"Bolivia",591,59144883,0.14,60,
"Bolivia",591,59144884,0.14,60,
"Bolivia",591,591740,0.14,60,
"Bolivia",591,591741,0.24,60,
"Bolivia",591,591742,0.24,60,
"Bolivia",591,591743,0.24,60,
"Bolivia",591,591744,0.24,60,
"Bolivia",591,591745,0.24,60,
"Bolivia",591,591746,0.24,60,
"Bolivia",591,591747,0.24,60,
"Bolivia",591,591748,0.24,60,
"Bolivia",591,591749,0.24,60,
"Bolivia",591,59167,0.24,60,
"Bolivia",591,59168,0.24,60,
"Bolivia",591,59169,0.24,60,
"Bolivia",591,59171,0.24,60,
"Bolivia",591,59172,0.24,60,
"Bolivia",591,59173,0.24,60,
"Bolivia",591,59175,0.24,60,
"Bolivia",591,59176,0.24,60,
"Bolivia",591,59177,0.24,60,
"Bolivia",591,59178,0.24,60,
"Bolivia",591,5916,0.24,60,
"Bolivia",591,59163,0.24,60,
"Bolivia",591,59122575,0.24,60,
"Bolivia",591,5912820,0.27,60,
"Bolivia",591,5914482,0.27,60,
"Bolivia",591,5914488,0.27,60,
"Bolivia",591,591,0.2,60,
"Bolivia",591,591330,0.27,60,
"Bolivia",591,5912259,0.27,60,
"Bolivia",591,5913368,0.27,60,
"Bolivia",591,5913376,0.27,60,
"Bolivia",591,5913380,0.27,60,
"Brazil",55,552,0.015,60,
"Brazil",55,556,0.015,60,
"Brazil",55,5511,0.015,60,
"Brazil",55,5531,0.015,60,
"Brazil",55,5541,0.015,60,
"Brazil",55,5551,0.015,60,
"Brazil",55,5581,0.015,60,
"Brazil",55,55,0.01,60,
"Brazil",55,55117,0.015,60,
"Brazil",55,55119,0.015,60,
"Brazil",55,55127,0.015,60,
"Brazil",55,55129,0.015,60,
"Brazil",55,55137,0.015,60,
"Brazil",55,55139,0.015,60,
